Id,Reputation,CreationDate,Views,UpVotes,DownVotes
21792,19,1362848956,4,0,0
21793,95,1362852473,7,3,0
21794,31,1362852618,1,0,0
21795,13,1362854564,1,0,0
21796,18,1362855307,4,0,0
21797,11,1362855672,4,0,0
21798,101,1362860018,0,0,0
21799,1,1362863341,1,0,0
21801,101,1362872134,2,0,0
21802,16,1362876414,1,0,0
21803,111,1362878118,6,4,0
21804,1,1362884522,1,0,0
21805,1,1362885377,2,0,0
21808,123,1362893422,4,1,0
21810,23,1362896007,3,0,0
21811,1,1362899744,0,0,0
21812,118,1362904810,4,1,0
21816,101,1362912173,3,0,0
21817,143,1362914271,12,3,0
21818,101,1362914765,0,1,0
21819,16,1362915742,1,0,0
21820,101,1362916565,5,1,0
21821,108,1362917248,0,3,0
21822,1,1362919890,0,0,0
21824,26,1362924201,5,0,0
21826,6,1362928329,1,0,0
21827,84,1362928768,5,3,0
21828,6,1362932088,5,0,0
21829,18,1362933231,9,0,0
21830,101,1362943153,0,0,0
21831,1,1362946453,1,0,0
21833,41,1362953153,8,0,0
21834,34,1362889573,9,0,0
21837,1,1362958343,0,0,0
21839,1,1362965392,0,0,0
21840,94,1362966116,12,5,0
21841,108,1362967499,0,0,0
21842,6,1362967520,5,0,0
21844,23,1362969104,4,1,0
21845,1,1362969603,0,0,0
21846,822,1362969653,67,87,12
21847,1,1362976115,2,0,0
21848,11,1362985419,0,0,0
21849,23,1362986156,11,1,0
21850,1,1362987620,0,0,0
21851,101,1362988549,0,0,0
21852,111,1362989643,1,1,0
21853,106,1362994193,2,2,0
21854,26,1362994628,11,0,0
21855,101,1362995804,0,9,0
21856,28,1362997109,9,3,0
21857,101,1362997234,1,0,0
21858,6,1362999107,2,0,0
21859,6,1362999112,0,0,0
21860,101,1363001672,0,0,0
21861,11,1363004724,1,0,0
21862,1,1363008105,0,0,0
21863,46,1363009786,4,1,0
21865,101,1363013264,0,1,0
21866,76,1363014512,1,0,0
21867,101,1363015022,1,0,0
21869,6,1363016071,1,0,0
21870,1,1363021681,6,0,0
21871,11,1363024137,1,0,0
21873,1,1363031267,1,0,0
21874,108,1298051329,22,1,0
21875,101,1363046533,0,0,0
21877,101,1363049907,1,0,0
21878,6,1363050032,0,0,0
21879,60,1363052357,6,2,0
21880,6,1363055965,1,0,0
21881,1,1363062218,0,0,0
21882,1,1363062395,0,0,0
21883,1,1363062655,0,0,0
21884,101,1363063013,0,0,0
21886,101,1363063590,0,0,0
21888,1,1363065408,1,0,0
21890,6,1363068027,1,0,0
21891,16,1363068087,2,0,0
21892,101,1363068103,0,0,0
21894,1,1363070800,0,0,0
21896,1,1363073435,3,0,0
21897,111,1363074528,0,0,0
21898,71,1363075262,2,0,0
21900,42,1363076977,3,5,0
21902,31,1363080267,0,0,0
21903,6,1363082067,0,0,0
21904,1,1363083619,0,0,0
21905,1,1363087937,0,0,0
21906,1,1363087973,1,0,0
21907,21,1363088290,2,0,0
21908,16,1363091853,2,0,0
21909,46,1363092193,3,0,0
21910,1,1363093986,0,0,0
21911,81,1363097463,3,0,0
21914,1,1363099947,1,0,0
21915,1,1363103875,0,0,0
21916,16,1363106371,2,0,0
21917,1,1363110709,0,0,0
21918,133,1363112245,15,0,0
21919,72,1363112718,8,53,0
21920,8,1363113295,2,0,0
21921,1,1363118812,1,0,0
21922,206,1363123179,11,1,0
21924,11,1363128106,12,0,0
21926,101,1363130476,0,0,0
21927,1,1363131024,1,0,0
21928,101,1363131860,0,7,0
21929,1,1363137825,0,0,0
21930,4,1363138119,2,0,0
21931,1,1363138577,0,0,0
21932,1,1363138940,2,0,0
21933,15,1363139864,0,0,0
21934,41,1363142908,0,0,0
21935,61,1363142993,13,0,0
21936,1,1363143402,2,0,0
21937,158,1363144763,4,2,0
21938,1,1363146092,1,0,0
21939,141,1363150914,2,0,0
21940,3,1363151551,1,0,0
21942,1,1363154483,0,0,0
21943,101,1363159808,0,0,0
21944,9,1363160040,8,0,0
21945,101,1363160378,0,0,0
21946,6,1363160665,1,0,0
21947,6,1363160678,1,0,0
21948,1,1363160870,0,0,0
21949,101,1363161353,0,3,0
21950,1,1363161767,0,0,0
21951,101,1363162777,0,0,0
21952,1,1363164459,0,0,0
21953,121,1363165040,6,0,0
21954,11,1363165450,3,0,0
21955,101,1363166040,1,0,0
21956,1,1363166101,0,0,0
21957,1,1363166944,0,0,0
21958,171,1363167320,20,14,1
21959,101,1363167698,0,1,0
21960,6,1363168123,0,0,0
21961,50,1363168589,115,9,0
21963,1,1363171873,0,0,0
21964,6,1363173107,5,0,0
21966,1,1363181041,0,0,0
21967,186,1363181812,22,64,2
21969,41,1363188940,2,0,0
21970,111,1363192509,4,0,0
21971,155,1363194088,11,2,0
21972,395,1363195219,34,25,3
21973,101,1363203299,0,0,0
21974,1,1363204295,0,0,0
21975,101,1363205507,0,0,0
21976,1,1363208329,0,0,0
21977,1,1363213400,2,0,0
21978,1,1363214802,0,0,0
21979,1,1363217841,0,0,0
21980,1,1363218735,0,0,0
21981,1,1363224599,1,0,0
21982,27,1363227819,14,1,0
21983,50,1363227833,11,7,0
21984,1,1363228075,2,0,0
21985,16,1363230110,1,0,0
21986,1,1363231212,1,0,0
21987,6,1363232323,5,0,0
21988,6,1363233051,2,0,0
21991,9,1363237714,0,0,0
21993,1,1363241389,0,0,0
21995,1,1363242116,0,0,0
21996,1,1363243810,0,0,0
21998,553,1363246112,433,51,8
21999,111,1363247140,1,1,0
22000,16,1363248480,3,0,0
22003,101,1363252844,0,0,0
22004,1,1363253453,1,0,0
22005,101,1363253840,0,0,0
22007,1,1363257450,0,0,0
22008,184,1363257879,15,13,0
22009,101,1363260061,0,0,0
22010,11,1363260118,1,0,0
22012,123,1363263444,2,1,0
22013,1,1363263960,1,0,0
22016,16,1363272412,0,0,0
22017,101,1363273526,0,0,0
22018,13,1363277654,1,0,0
22019,1,1363279299,0,0,0
22020,11,1363282376,4,0,0
22021,101,1363283023,0,0,0
22022,368,1363284370,17,12,0
22024,1,1363287947,0,0,0
22025,1,1363288342,0,0,0
22026,101,1363292723,1,0,0
22027,106,1363293406,0,0,0
22028,1,1363294576,0,0,0
22029,101,1363297322,0,0,0
22030,11,1363301287,1,0,0
22032,101,1363303048,1,2,0
22033,71,1363312317,0,0,0
22034,1,1363313543,0,0,0
22035,5,1363313919,1,0,0
22036,1,1363314816,3,0,0
22037,1,1363316769,1,0,0
22038,101,1363317303,0,0,0
22039,1,1363317719,1,0,0
22041,46,1363319600,2,0,0
22043,1,1363319793,4,0,0
22044,6,1363322818,1,0,0
22045,1,1363324679,0,0,0
22046,6,1363326602,0,0,0
22047,13806,1363327074,2722,401,200
22048,31,1363327969,7,0,0
22049,6,1363328347,5,0,0
22050,1,1363328569,0,0,0
22051,1,1363328874,0,0,0
22053,1,1363334168,0,0,0
22054,108,1363334171,3,1,0
22055,21,1363334311,3,0,0
22056,1,1363334707,0,0,0
22058,101,1363339787,1,0,0
22059,108,1363339904,2,3,0
22060,111,1363343245,3,18,0
22062,126,1363346791,31,0,0
22063,6,1363352068,0,0,0
22064,1,1363354336,1,0,0
22065,1,1363355069,0,0,0
22066,16,1363365211,0,0,0
22067,17,1363368923,9,0,0
22068,1,1363370792,1,0,0
22069,1,1363372475,0,0,0
22070,5,1363378337,0,0,0
22071,1,1363378550,0,0,0
22073,11,1363389435,0,0,0
22075,101,1363392381,3,0,0
22077,11,1363406352,4,0,0
22078,1,1363407414,0,0,0
22079,1,1363407634,0,0,0
22080,1,1363408101,3,0,0
22081,1,1363408285,0,0,0
22082,101,1363409423,0,1,0
22083,164,1363410995,13,28,0
22084,1,1363417100,0,0,0
22085,1,1363417318,0,0,0
22086,1,1363420998,1,0,0
22087,1,1363421386,0,0,0
22088,294,1363424848,25,45,0
22089,16,1363425849,1,0,0
22090,1,1363432375,4,0,0
22091,1,1363436621,0,0,0
22093,36,1363439491,2,0,0
22094,6,1363443605,2,0,0
22095,32,1363444140,1,0,0
22097,11,1363444677,0,0,0
22098,46,1363446219,5,0,0
22099,1,1363450943,0,0,0
22100,191,1363453039,5,0,0
22102,1,1363461666,0,0,0
22103,1,1363462704,3,0,0
22104,1,1363466397,0,0,0
22105,1,1363471999,1,0,0
22109,41,1363475901,2,0,0
22110,101,1363478459,0,0,0
22111,3,1363481331,1,0,0
22112,6,1363483395,6,0,0
22113,1,1363484993,0,0,0
22114,143,1363485006,15,7,0
22115,101,1363489723,2,0,0
22117,11,1363492447,1,0,0
22118,6,1363492774,1,0,0
22119,107,1363495682,7,0,0
22120,1,1363499124,1,0,0
22121,11,1363500976,0,0,0
22123,1,1363502586,2,0,0
22124,6,1363505211,0,0,0
22125,6,1363512700,2,0,0
22126,111,1363513153,4,0,0
22127,101,1363513494,2,0,0
22129,1,1363515132,0,0,0
22130,1,1363516133,5,0,0
22131,18,1363517047,1,0,0
22133,153,1363518200,6,3,0
22134,11,1363522206,0,0,0
22135,1,1363528261,0,0,0
22136,31,1363528404,2,0,0
22137,13,1363528731,4,0,0
22138,1,1363531565,0,0,0
22139,1,1363532150,1,0,0
22140,101,1363532238,9,0,0
22141,1,1363540058,1,0,0
22142,1,1363540534,0,0,0
22143,1,1363544342,0,0,0
22144,1,1363548793,1,0,0
22146,111,1363556038,3,0,0
22147,118,1363558808,16,1,0
22148,106,1363561604,2,2,0
22149,101,1363564567,0,0,0
22150,1,1363565378,0,0,0
22151,111,1363565659,2,1,0
22152,11,1363566754,0,0,0
22154,11,1363572650,0,0,0
22155,1,1363578075,1,0,0
22156,54,1363578306,9,11,0
22157,101,1363580144,0,0,0
22158,1,1363581079,11,0,0
22159,26,1363583158,10,3,0
22160,1,1363583865,1,0,0
22161,151,1363583911,16,13,0
22162,10,1363584423,9,0,0
22163,68,1363587626,9,1,0
22164,11,1363587871,12,3,0
22165,1,1363587955,0,0,0
22166,101,1363591509,0,0,0
22167,6,1363591696,0,0,0
22169,31,1363593179,0,0,0
22170,6,1363595590,1,0,0
22171,101,1363595828,0,0,0
22172,1,1363596035,0,0,0
22173,6,1363599455,1,0,0
22174,6,1363599836,2,0,0
22175,76,1363600090,9,0,0
22176,3,1363600988,0,0,0
22178,1,1363602171,0,0,0
22179,6,1363602378,1,0,0
22180,101,1363603701,1,0,0
22181,1,1363604545,4,0,0
22183,1,1363605073,0,0,0
22184,101,1363608692,0,0,0
22185,131,1363609397,8,2,0
22186,18,1363610677,1,1,0
22187,1,1363611783,0,0,0
22190,33,1363612696,1,1,0
22191,3,1363614515,0,0,0
22192,101,1363617220,0,7,0
22193,1,1363617602,0,0,0
22194,1,1363618113,0,0,0
22195,1,1363619002,0,0,0
22196,20,1363619894,3,1,0
22197,41,1363621269,3,0,0
22199,148,1363622114,2,30,0
22201,20,1363625048,2,1,0
22202,11,1363626067,16,0,0
22203,101,1363627770,0,0,0
22206,11,1363631515,0,0,0
22208,6,1363632944,2,0,0
22210,101,1363650815,2,2,0
22211,1,1363652263,0,0,0
22213,101,1363654767,0,1,0
22214,126,1363659079,0,21,0
22215,1,1363660494,0,0,0
22216,11,1363662173,3,0,0
22218,101,1363662498,0,0,0
22220,1,1363662969,0,0,0
22221,1,1363663579,0,0,0
22222,8,1363668471,0,0,0
22223,1,1363669901,0,0,0
22225,31,1363672155,15,0,0
22226,1,1363672668,0,0,0
22227,1,1363672916,1,0,0
22228,610,1363673609,73,296,0
22229,11,1363675099,3,0,0
22231,13,1363676630,1,0,0
22232,36,1363677234,12,2,0
22233,11,1363678246,0,0,0
22235,11,1363679161,0,0,0
22236,71,1363679323,34,59,0
22237,106,1363680023,0,0,0
22239,101,1363682874,0,0,0
22240,1,1363685676,0,0,0
22241,6,1363685848,0,0,0
22242,11,1363686230,0,0,0
22243,1,1363686602,0,0,0
22244,1,1363686911,1,0,0
22245,101,1363687429,0,0,0
22247,111,1363692120,2,0,0
22248,1,1363694971,0,0,0
22249,1,1363695779,0,0,0
22250,6,1363697698,6,0,0
22251,63,1363699429,1,0,0
22252,1,1363699561,2,0,0
22253,101,1363700160,0,5,0
22255,1,1363701419,0,0,0
22256,31,1363704884,6,0,0
22257,146,1363705027,5,1,0
22258,8,1363706488,3,0,0
22259,6,1363706807,1,0,0
22261,51,1363711118,8,1,0
22262,23,1363711429,3,3,0
22263,1,1363711563,7,0,0
22265,131,1363715702,2,0,0
22267,136,1363719541,16,6,0
22268,1,1363720743,1,0,0
22269,4,1363721197,1,0,0
22270,1,1363721475,0,0,0
22271,11,1363721804,1,0,0
22272,101,1363734709,1,0,0
22273,101,1363740134,1,2,0
22274,101,1363747462,0,0,0
22275,18,1363749966,1,1,0
22276,101,1363750647,0,4,0
22277,1,1363757839,1,0,0
22278,18,1363758751,1,0,0
22280,1,1363761811,0,0,0
22281,116,1363761978,2,0,0
22282,3,1363762762,1,0,0
22283,1,1363763020,0,0,0
22284,101,1363763808,0,0,0
22285,6,1363764050,2,0,0
22286,1,1363764081,0,0,0
22287,121,1363764113,28,4,0
22288,1,1363764627,0,0,0
22289,21,1363764779,1,0,0
22292,6,1363764947,2,0,0
22293,21,1363768967,6,0,0
22294,101,1363769779,0,1,0
22295,16,1363771659,0,0,0
22296,1,1363772043,0,0,0
22297,21,1363772050,2,0,0
22298,56,1363776392,0,0,0
22299,11,1363777498,6,0,0
22300,103,1363779071,2,8,0
22301,118,1363780157,1,0,0
22302,1,1363783117,1,0,0
22303,6,1363783194,1,0,0
22305,21,1363784158,2,0,0
22306,21,1363784600,5,0,0
22307,175,1363785246,14,20,0
22308,101,1363788467,0,3,0
22309,23,1363791185,6,6,0
22310,1,1363791915,0,0,0
22311,3963,1363795196,298,736,113
22312,248,1363799032,3,1,0
22313,1,1363801451,1,0,0
22314,273,1363802207,18,22,0
22315,1,1363804649,0,0,0
22317,1,1363812018,0,0,0
22318,60,1363812737,8,5,0
22319,1,1363814084,0,0,0
22320,1,1363814159,0,0,0
22321,113,1363814938,0,1,0
22322,1,1363814977,1,0,0
22323,1,1363816487,0,0,0
22324,31,1363821351,3,0,0
22325,101,1363830187,0,1,0
22326,1,1363833351,3,0,0
22327,101,1363836973,0,1,0
22328,6,1363837014,0,0,0
22329,11,1363838369,0,0,0
22330,156,1363839342,9,5,0
22331,101,1363840506,2,2,0
22332,101,1363842131,0,1,0
22333,111,1363844074,0,0,0
22334,11,1363848562,0,0,0
22335,1,1363849456,0,0,0
22336,1,1363850131,0,0,0
22338,96,1363854527,2,2,0
22339,11,1363854888,0,0,0
22341,91,1363858034,20,21,0
22342,103,1363858134,8,1,0
22343,21,1363858139,0,1,0
22344,6,1363860811,0,0,0
22346,14,1363862745,3,0,0
22347,101,1363863151,0,0,0
22348,11,1363864313,0,0,0
22349,111,1363866976,10,0,0
22350,101,1363867458,0,0,0
22351,1,1363870034,0,0,0
22352,3,1363870866,1,0,0
22353,11,1363871622,1,0,0
22354,1,1363872443,0,0,0
22355,1,1363872822,6,0,0
22356,535,1363873261,74,13,2
22357,6,1363873457,1,0,0
22358,6,1363873842,1,0,0
22359,1,1363874833,2,0,0
22360,1,1363880653,3,0,0
22361,8,1363881045,10,0,0
22363,41,1363883992,23,0,0
22365,20,1363886533,1,0,0
22366,101,1363886710,0,2,0
22367,52,1363888762,4,0,0
22368,1,1363891446,2,0,0
22371,1,1363895683,0,0,0
22372,101,1363898809,1,2,0
22373,1,1363899431,1,0,0
22374,5,1363894267,4,0,0
22375,1,1363910478,2,0,0
22377,1,1363915994,0,0,0
22378,101,1363916765,0,0,0
22380,6,1363922993,0,0,0
22381,20,1363854339,4,1,0
22382,1,1363926926,0,0,0
22385,1,1363931509,2,0,0
22386,51,1363932931,4,1,0
22387,496,1363933512,22,7,1
22388,1,1363935717,0,0,0
22389,1,1363935820,0,0,0
22390,18,1363935871,8,1,0
22391,101,1363936165,1,0,0
22392,61,1363938609,19,1,0
22394,1,1363943820,1,0,0
22395,31,1363944118,4,0,0
22396,6,1363945021,0,0,0
22398,4,1363948501,0,0,0
22399,1,1363954475,1,0,0
22400,118,1363955074,5,0,0
22401,1,1363955157,0,0,0
22403,51,1363956961,14,12,0
22404,43,1363959092,1,9,0
22405,13,1363964621,1,0,0
22406,101,1363965344,0,1,0
22407,184,1363965513,26,21,0
22408,151,1363967040,3,0,0
22409,162,1363969809,4,34,0
22410,1,1363972797,3,0,0
22411,120,1363974826,19,0,0
22412,16,1363977727,3,0,0
22413,101,1363978062,1,0,0
22414,316,1363978885,7,0,0
22416,1,1363979497,0,0,0
22417,101,1363984951,0,0,0
22418,101,1363998229,2,0,0
22419,36,1363999729,3,4,0
22422,1,1364007861,1,0,0
22424,1,1364012031,1,0,0
22426,11,1364019921,5,0,0
22427,1,1364022446,0,0,0
22428,1,1364026813,0,0,0
22429,11,1364027909,0,0,0
22430,1,1364028094,0,0,0
22431,101,1364032616,0,2,0
22432,11,1364035033,0,0,0
22433,6,1364041148,3,0,0
22434,1,1364050630,1,0,0
22435,131,1364058273,12,6,0
22436,1,1364061461,5,0,0
22437,1,1364067088,0,0,0
22438,1,1364070991,0,0,0
22439,1,1364076054,0,0,0
22440,101,1364077024,1,0,0
22441,101,1364084640,4,14,0
22442,6,1364089531,3,0,0
22443,6,1364090896,2,0,0
22444,24,1364091834,19,0,0
22445,101,1364091965,0,0,0
22446,13,1364097588,1,0,0
22447,101,1364102982,0,0,0
22450,101,1364107207,0,0,0
22451,26,1364110032,1,0,0
22452,2059,1364112105,298,44,0
22453,8,1364119897,0,0,0
22454,101,1364121189,0,0,0
22455,1,1364121380,0,0,0
22456,8,1364122552,1,0,0
22457,106,1364123649,2,0,0
22458,101,1364125163,0,0,0
22460,1,1364129173,1,0,0
22461,1,1364131030,2,0,0
22462,116,1364131087,1,0,0
22463,11,1364132986,4,0,0
22464,1,1364133045,0,0,0
22465,1,1364135289,0,0,0
22466,1,1364136242,0,0,0
22467,26,1364139367,0,2,0
22468,2147,1364142493,1471,2219,103
22469,11,1364144550,4,0,0
22470,1,1364146088,0,0,0
22471,1,1364146332,0,0,0
22472,21,1364148705,1,0,0
22474,6,1364151764,2,0,0
22475,1,1364152300,1,0,0
22476,1,1364154887,0,0,0
22477,6,1364155880,1,0,0
22478,50,1364159480,22,1,0
22479,103,1364162818,0,1,0
22480,1,1364168161,1,0,0
22482,1,1364172867,0,0,0
22483,113,1364173181,1,0,0
22484,33,1364174187,3,4,0
22487,111,1364177422,2,0,0
22489,1,1364183706,0,0,0
22491,101,1364187794,1,0,0
22492,6,1364189685,0,0,0
22496,6,1364199462,1,0,0
22497,6,1364200090,0,0,0
22498,1,1364200574,1,0,0
22499,6,1364200642,4,0,0
22500,11,1364201400,1,0,0
22501,1,1364201865,0,0,0
22502,1,1364201965,0,0,0
22503,6,1364202268,1,0,0
22504,101,1364202960,0,0,0
22505,1,1364210767,0,0,0
22507,21,1364211422,1,0,0
22508,211,1364215480,8,7,0
22509,11,1364216221,2,0,0
22511,1,1364221745,1,0,0
22512,101,1364222138,0,0,0
22514,106,1364228856,2,0,0
22515,1,1364242131,0,0,0
22516,1,1364250494,0,0,0
22517,1,1364251486,0,0,0
22518,276,1364252483,23,30,0
22519,43,1364253192,6,1,0
22520,101,1364255213,0,2,0
22521,1,1364256500,0,0,0
22523,1,1364263919,2,0,0
22524,1,1364264017,1,0,0
22525,6,1364264359,0,0,0
22527,1,1364266590,0,0,0
22528,11,1364270450,3,0,0
22529,101,1364272365,0,0,0
22530,6,1364274024,1,0,0
22531,8,1364274735,8,0,0
22532,108,1364274749,1,2,0
22533,1,1364275454,0,0,0
22535,11,1364278216,0,0,0
22536,11,1364278707,6,0,0
22537,1,1364278818,0,0,0
22538,1,1364280602,0,0,0
22540,131,1364281362,2,0,0
22541,16,1364282613,1,0,0
22542,135,1364283382,11,8,0
22543,873,1364284596,37,80,1
22544,1,1364285747,15,0,0
22545,30,1364288141,4,0,0
22546,16,1364288275,3,0,0
22547,11,1364289706,1,0,0
22548,101,1364289902,0,6,0
22549,101,1364291330,7,11,0
22550,26,1364292397,1,0,0
22551,6,1364292548,0,0,0
22552,3,1364292958,2,0,0
22553,1,1364293083,0,0,0
22554,1,1364293760,3,0,0
22557,1,1364298153,0,0,0
22559,1,1364305596,0,0,0
22560,101,1364307338,0,0,0
22561,101,1364308465,1,0,0
22562,31,1364309347,2,0,0
22563,11,1364310768,1,0,0
22564,101,1364311986,0,0,0
22565,101,1364313514,0,0,0
22566,111,1364315322,1,0,0
22567,1,1364316176,0,0,0
22568,6,1364319309,2,0,0
22569,6,1364320303,0,0,0
22570,11,1364323576,5,0,0
22571,82,1364326800,7,4,0
22573,101,1364330126,0,0,0
22574,1,1364334380,0,0,0
22575,11,1364336101,0,0,0
22577,6,1364339503,0,0,0
22578,101,1364342966,0,0,0
22579,22,1364345177,6,0,0
22580,101,1364347627,0,2,0
22581,1,1364347633,2,0,0
22582,101,1364348459,2,0,0
22583,1,1364350843,4,0,0
22584,101,1364352332,0,12,0
22585,6,1364356841,5,0,0
22586,201,1364357820,5,114,0
22587,23,1364359071,1,0,0
22588,16,1364359293,0,0,0
22589,101,1364363050,2,0,0
22590,1,1364363865,4,0,0
22593,101,1364366796,0,0,0
23593,1,1364374286,1,0,0
23594,6,1364375068,0,0,0
23595,1,1364375737,2,0,0
23597,4,1364381781,0,0,0
23598,18,1364383794,1,0,0
23600,1,1364387078,1,0,0
23601,16,1364388158,0,0,0
23603,1,1364389448,0,0,0
23604,11,1364390157,0,0,0
23605,106,1364392394,1,3,0
23606,18,1364396757,5,0,0
23607,130,1364396950,8,17,0
23608,1,1364396977,0,0,0
23609,1,1364397133,0,0,0
23610,1,1364398516,0,0,0
23611,1,1364399267,0,0,0
23612,6,1364411950,0,0,0
23614,1,1364417905,0,0,0
23615,101,1364424535,0,0,0
23616,1,1364424787,2,0,0
23618,1,1364431755,0,0,0
23619,101,1364432859,5,7,0
23620,1,1364434006,0,0,0
23622,11,1364438032,1,0,0
23623,1,1364439607,0,0,0
23624,21,1364442694,6,0,0
23625,46,1364445813,1,0,0
23626,101,1364446259,0,0,0
23628,1,1364447280,0,0,0
23631,1,1364448077,1,0,0
23632,8,1364448353,0,0,0
23635,36,1364453501,0,1,0
23637,120,1364453981,1,2,0
23638,101,1364454271,1,0,0
23639,1,1364456550,2,0,0
23640,36,1364458821,0,0,0
23641,101,1364459986,2,0,0
23642,142,1364460312,7,12,0
23644,1,1364460372,0,0,0
23645,6,1364464442,0,0,0
23646,101,1364467350,2,0,0
23647,1,1364468116,0,0,0
23648,23,1364469342,8,0,0
23649,61,1364470805,3,3,0
23650,11,1364470986,1,0,0
23652,1,1364473048,0,0,0
23653,11,1364475773,0,0,0
23654,101,1364477770,0,0,0
23655,1,1364477981,0,0,0
23656,101,1364478605,0,0,0
23657,1,1364480771,0,0,0
23658,11,1364488955,5,0,0
23659,18,1364489130,1,0,0
23660,113,1364490900,0,1,0
23661,115,1364493328,2,1,0
23662,1,1364512110,0,0,0
23664,45,1364513923,3,1,0
23665,98,1364521551,9,28,0
23666,1,1364527951,3,0,0
23667,13,1364529225,3,0,0
23668,11,1364531016,0,0,0
23669,1,1364531578,0,0,0
23671,3,1364533082,0,0,0
23672,16,1364533757,3,0,0
23673,1,1364533797,2,0,0
23674,8,1364540954,1,0,0
23675,1,1364541842,1,0,0
23677,1,1364544262,0,0,0
23678,1,1364544692,0,0,0
23679,101,1364544749,0,0,0
23681,124,1364546032,27,7,0
23682,6,1364547082,0,0,0
23683,108,1364547896,1,3,0
23684,101,1364548239,0,0,0
23685,101,1364551643,0,0,0
23686,1,1364552010,0,0,0
23687,8,1364552015,1,0,0
23689,16,1364555136,3,0,0
23691,1,1364555878,1,0,0
23692,1,1364557684,0,0,0
23693,11,1364559686,2,0,0
23694,195,1364560837,9,6,0
23697,1,1364564153,0,0,0
23699,1,1364570524,0,0,0
23700,21,1364571377,0,0,0
23701,16,1364573175,0,0,0
23702,6,1364574670,0,0,0
23703,101,1364574720,0,0,0
23705,6,1364576627,1,0,0
23706,6,1364576842,0,0,0
23708,8,1364578520,1,0,0
23710,101,1364582882,1,0,0
23712,1,1364595964,0,0,0
23714,6,1364601865,0,0,0
23715,30,1364618473,3,0,0
23717,131,1364624426,8,0,0
23719,123,1364633069,1,1,0
23721,11,1364636607,0,0,0
23722,8,1364641381,2,0,0
23723,1,1364642583,0,0,0
23725,8,1364649340,0,0,0
23726,1,1364656238,0,0,0
23727,1,1364660273,0,0,0
23728,1,1364662996,0,0,0
23729,1,1364666001,0,0,0
23730,1,1364690205,0,0,0
23731,101,1364692208,0,3,0
23732,108,1364699621,7,2,0
23733,60,1364702245,7,12,0
23734,66,1364702251,6,0,0
23735,1,1364708322,1,0,0
23736,101,1364714911,5,0,0
23737,1,1364715780,1,0,0
23738,1,1364716361,0,0,0
23739,23,1364717211,8,1,0
23740,1,1364717932,0,0,0
23741,21,1364718095,3,0,0
23744,13,1364725233,0,0,0
23745,1,1364727503,0,0,0
23747,101,1364730230,2,0,0
23749,11,1364736793,5,0,0
23750,1,1364738531,0,0,0
23751,101,1364738554,0,0,0
23752,101,1364740071,0,2,0
23753,18,1364742024,0,2,0
23754,101,1364742391,0,0,0
23755,11,1364745649,4,0,0
23756,6,1364748291,1,0,0
23757,1,1364748370,0,0,0
23758,121,1364750978,8,0,0
23759,106,1364757989,13,0,0
23761,1,1364769984,1,0,0
23762,1,1364771760,0,0,0
23763,6,1364773056,0,0,0
23764,1,1364774898,2,0,0
23766,1,1364778912,1,0,0
23767,1,1364782300,0,0,0
23769,16,1364788721,2,0,0
23770,388,1364790492,8,6,0
23771,123,1364794986,6,2,0
23772,21,1364797772,3,0,0
23774,59,1364798356,10,3,0
23775,16,1364799782,3,2,0
23779,1,1364801814,0,0,0
23782,1,1364807236,0,0,0
23783,49,1364808287,11,3,0
23784,16,1364808943,1,0,0
23785,61,1364809365,1,1,0
23786,1,1364809762,1,0,0
23788,6,1364813615,0,0,0
23789,101,1364813718,0,0,0
23790,218,1364814754,18,2,0
23792,36,1364816169,3,0,0
23794,101,1364822297,2,0,0
23795,101,1364824254,0,0,0
23796,1,1364824573,6,0,0
23797,11,1364824930,1,0,0
23798,6,1364826512,1,0,0
23800,11,1364828566,0,0,0
23801,572,1364833096,43,12,2
23802,101,1364834734,1,0,0
23803,95,1364837269,9,8,0
23804,31,1364840608,2,0,0
23805,11,1364841865,3,0,0
23807,14,1364847571,3,0,0
23808,1,1364851089,0,0,0
23809,1,1364852815,0,0,0
23810,111,1364856687,0,10,0
23811,1,1364859206,0,0,0
23812,25,1364860855,17,2,0
23814,6,1364862022,0,0,0
23815,101,1364862585,2,1,0
23816,1,1364865236,2,0,0
23817,6,1364866468,2,0,0
23818,1,1364866784,1,0,0
23819,101,1364872705,0,2,0
23820,123,1364873161,7,21,0
23821,11,1364874012,3,0,0
23822,6,1364881799,2,0,0
23823,160,1364884023,3,3,0
23824,6,1364884509,0,0,0
23825,1,1364887687,0,0,0
23826,16,1364890535,1,0,0
23828,28,1364890760,2,2,0
23830,101,1364896061,0,0,0
23831,1,1364897050,0,0,0
23832,1,1364900806,0,0,0
23834,1,1364906119,0,0,0
23835,16,1364906722,0,0,0
23837,101,1364919355,0,1,0
23838,1,1364920710,0,0,0
23839,101,1364924539,0,0,0
23840,329,1364932960,15,38,2
23841,1,1364935535,0,0,0
23842,1,1364937586,0,0,0
23843,1,1364937949,0,0,0
23847,1,1364944425,0,0,0
23848,108,1364948466,1,18,0
23849,1,1364949491,0,0,0
23850,4,1364951566,1,0,0
23851,101,1364953156,0,1,0
23852,1,1364954741,1,0,0
23853,6235,1364955866,514,147,10
23854,16,1364963104,0,1,0
23855,133,1364963593,3,2,0
23856,21,1364964548,1,0,0
23857,101,1364964576,0,0,0
23859,101,1364965339,2,3,0
23860,1,1364966591,1,0,0
